POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
230,Oslo,0230 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9146,10.7199,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
240,Oslo,0240 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9146,10.7149,2,Koordinatane er retta av Erik Bolstad,11/10/2018 19:10
241,OSLO (ikkje i bruk),0241 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
242,Oslo (ikkje i bruk),0242 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,Frogner,301,Oslo,Oslo,59.9146,10.7177,2,Koordinatane er retta av Erik Bolstad,07/09/2012 08:46
243,OSLO (ikkje i bruk),0243 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
244,Oslo,0244 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9192,10.6972,2,Koordinatane er retta av Erik Bolstad,11/10/2018 19:10
245,Oslo (ikkje i bruk),0245 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,,301,Oslo,Oslo,59.9083,10.7153,2,Koordinatane er retta av Erik Bolstad,03/10/2018 16:30
246,Oslo (ikkje i bruk),0246 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,Frogner,301,Oslo,Oslo,59.9083,10.7153,2,Koordinatane er retta av Erik Bolstad,08/06/2013 01:27
247,Oslo,0247 OSLO,Postboksar,,Ullern,301,Oslo,Oslo,59.9198,10.6855,5,Koordinatane er retta av ein yr.no-brukar,11/10/2018 02:13
250,Oslo,0250 OSLO,Gate-/veg-adresse,479,Frogner,301,Oslo,Oslo,59.9101,10.7244,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
251,Oslo,0251 OSLO,Gate-/veg-adresse,253,Sentrum,301,Oslo,Oslo,59.9123,10.7252,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
252,Oslo,0252 OSLO,Gate-/veg-adresse,318,Frogner,301,Oslo,Oslo,59.9081,10.7218,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:26
253,Oslo,0253 OSLO,Gate-/veg-adresse,1292,Frogner,301,Oslo,Oslo,59.9136,10.7239,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
254,Oslo,0254 OSLO,Gate-/veg-adresse,1161,Frogner,301,Oslo,Oslo,59.9127,10.7207,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
255,Oslo,0255 OSLO,Gate-/veg-adresse,13,Frogner,301,Oslo,Oslo,59.9151,10.7219,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
256,Oslo,0256 OSLO,Gate-/veg-adresse,974,Frogner,301,Oslo,Oslo,59.9172,10.7201,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
257,Oslo,0257 OSLO,Gate-/veg-adresse,1388,Frogner,301,Oslo,Oslo,59.9169,10.7167,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
258,Oslo,0258 OSLO,Gate-/veg-adresse,1167,Frogner,301,Oslo,Oslo,59.92,10.7226,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
259,Oslo,0259 OSLO,Gate-/veg-adresse,1984,Frogner,301,Oslo,Oslo,59.921,10.7171,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
260,Oslo,0260 OSLO,Gate-/veg-adresse,2243,Frogner,301,Oslo,Oslo,59.9225,10.7119,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
262,Oslo,0262 OSLO,Gate-/veg-adresse,959,Frogner,301,Oslo,Oslo,59.9168,10.7118,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
263,Oslo,0263 OSLO,Gate-/veg-adresse,1309,Frogner,301,Oslo,Oslo,59.9186,10.7118,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
264,Oslo,0264 OSLO,Gate-/veg-adresse,1482,Frogner,301,Oslo,Oslo,59.9166,10.7061,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
265,Oslo,0265 OSLO,Gate-/veg-adresse,1262,Frogner,301,Oslo,Oslo,59.9183,10.7048,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
266,Oslo,0266 OSLO,Gate-/veg-adresse,1703,Frogner,301,Oslo,Oslo,59.9206,10.7067,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
267,Oslo,0267 OSLO,Gate-/veg-adresse,1433,Frogner,301,Oslo,Oslo,59.9205,10.7026,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
268,Oslo,0268 OSLO,Gate-/veg-adresse,1230,Frogner,301,Oslo,Oslo,59.9208,10.6967,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
270,Oslo,0270 OSLO,Gate-/veg-adresse,1334,Frogner,301,Oslo,Oslo,59.9117,10.7163,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
271,Oslo,0271 OSLO,Gate-/veg-adresse,1377,Frogner,301,Oslo,Oslo,59.9132,10.7078,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
272,Oslo,0272 OSLO,Gate-/veg-adresse,1462,Frogner,301,Oslo,Oslo,59.9136,10.7095,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
273,Oslo,0273 OSLO,Gate-/veg-adresse,1560,Frogner,301,Oslo,Oslo,59.9181,10.6953,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
274,Oslo,0274 OSLO,Gate-/veg-adresse,1559,Ullern,301,Oslo,Oslo,59.9248,10.692,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
275,Oslo,0275 OSLO,Gate-/veg-adresse,1811,Ullern,301,Oslo,Oslo,59.926,10.6742,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
276,Oslo,0276 OSLO,Gate-/veg-adresse,1825,Ullern,301,Oslo,Oslo,59.925,10.6835,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
277,Oslo,0277 OSLO,Gate-/veg-adresse,20,Ullern,301,Oslo,Oslo,59.9212,10.6779,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
278,Oslo,0278 OSLO,Gate-/veg-adresse,96,Ullern,301,Oslo,Oslo,59.9198,10.6838,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
279,Oslo,0279 OSLO,Gate-/veg-adresse,768,Ullern,301,Oslo,Oslo,59.9209,10.6807,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
280,Oslo,0280 OSLO,Gate-/veg-adresse,1862,Ullern,301,Oslo,Oslo,59.9255,10.6603,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
281,Oslo,0281 OSLO,Gate-/veg-adresse,2247,Ullern,301,Oslo,Oslo,59.9208,10.6622,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
282,Oslo,0282 OSLO,Gate-/veg-adresse,1155,Ullern,301,Oslo,Oslo,59.9206,10.65,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
283,Oslo,0283 OSLO,Gate-/veg-adresse,2441,Ullern,301,Oslo,Oslo,59.9179,10.6424,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
284,Oslo,0284 OSLO,Gate-/veg-adresse,1858,Ullern,301,Oslo,Oslo,59.9238,10.6355,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
286,Oslo,0286 OSLO,Gate-/veg-adresse,1724,Frogner,301,Oslo,Oslo,59.9007,10.6857,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
287,Oslo,0287 OSLO,Gate-/veg-adresse,1761,Frogner,301,Oslo,Oslo,59.9049,10.6791,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
301,Oslo,0301 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
302,Oslo,0302 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
303,Oslo,0303 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
304,Oslo,0304 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
305,Oslo,0305 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
306,Oslo,0306 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
307,Oslo,0307 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.9295,10.7174,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
308,Oslo,0308 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.92739,10.72741,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
309,Oslo,0309 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.9493,10.67658,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
310,Oslo (Ikkje i bruk),0310 OSLO (Ikkje i bruk),Fleire bruksområde,6,Ullern,301,Oslo,Oslo,59.9302,10.6597,2,Koordinatane er retta av Erik Bolstad,24/09/2012 17:05
311,Oslo,0311 OSLO,Postboksar,,Ullern,301,Oslo,Oslo,59.92854,10.64718,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
312,OSLO (ikkje i bruk),0312 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
313,Oslo,0313 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9403,10.721,1,Koordinatane gjeld postkontoret,15/10/2017 12:44
314,Oslo,0314 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.94028,10.721,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
315,Oslo,0315 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9406,10.7231,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
316,Oslo,0316 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9406,10.7231,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
317,Oslo,0317 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9406,10.7231,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
318,Oslo,0318 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9406,10.7231,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
319,Oslo,0319 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.94306,10.70343,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
320,Oslo (ikkje i bruk),0320 OSLO (ikkje i bruk),Gate-/veg-adresse,0,,301,Oslo,Oslo,59.9494,10.7193,3,Koordinatane er kontrollerte av ein yr.no-brukar,03/10/2018 16:30
323,Oslo,0323 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.92207,10.72738,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
330,Oslo,0330 OSLO,Postboksar,,Frogner,301,Oslo,Oslo,59.92942,10.71751,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
340,Oslo,0340 OSLO,Gateadresser og postboksar,,St.Hanshaugen,301,Oslo,Oslo,59.9347,10.7197,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
341,Oslo (ikkje i bruk),0341 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,,301,Oslo,Oslo,59.9355,10.7205,2,Koordinatane er retta av Erik Bolstad,03/10/2018 16:30
342,Oslo (ikkje i bruk),0342 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,,301,Oslo,Oslo,59.9355,10.7205,2,Koordinatane er retta av Erik Bolstad,03/10/2018 16:30
349,Oslo,0349 OSLO,Gate-/veg-adresse,,Nordre Aker,301,Oslo,Oslo,59.9423,10.7167,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
350,Oslo,0350 OSLO,Gate-/veg-adresse,1618,Frogner,301,Oslo,Oslo,59.9219,10.7305,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
351,Oslo,0351 OSLO,Gate-/veg-adresse,752,Frogner,301,Oslo,Oslo,59.9227,10.7259,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
352,Oslo,0352 OSLO,Gate-/veg-adresse,881,Frogner,301,Oslo,Oslo,59.9224,10.7281,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
353,Oslo,0353 OSLO,Gate-/veg-adresse,856,Frogner,301,Oslo,Oslo,59.9244,10.7174,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
354,Oslo,0354 OSLO,Gate-/veg-adresse,1425,Frogner,301,Oslo,Oslo,59.926,10.7289,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:09
355,Oslo,0355 OSLO,Gate-/veg-adresse,1461,Frogner,301,Oslo,Oslo,59.9245,10.7227,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
356,Oslo,0356 OSLO,Gate-/veg-adresse,1553,Frogner,301,Oslo,Oslo,59.9271,10.7252,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
357,Oslo,0357 OSLO,Gate-/veg-adresse,1127,Frogner,301,Oslo,Oslo,59.9266,10.7223,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
358,Oslo,0358 OSLO,Gate-/veg-adresse,1864,St.Hanshaugen,301,Oslo,Oslo,59.9312,10.7311,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
359,Oslo,0359 OSLO,Gate-/veg-adresse,427,St.Hanshaugen,301,Oslo,Oslo,59.9337,10.7316,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
360,Oslo,0360 OSLO,Gate-/veg-adresse,1348,St.Hanshaugen,301,Oslo,Oslo,59.9318,10.7269,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
361,Oslo,0361 OSLO,Gate-/veg-adresse,1309,St.Hanshaugen,301,Oslo,Oslo,59.9341,10.7262,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
362,Oslo,0362 OSLO,Gate-/veg-adresse,1454,Frogner,301,Oslo,Oslo,59.9305,10.7221,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
363,Oslo,0363 OSLO,Gate-/veg-adresse,2022,Frogner,301,Oslo,Oslo,59.9314,10.718,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
364,Oslo,0364 OSLO,Gate-/veg-adresse,1469,Frogner,301,Oslo,Oslo,59.9303,10.7206,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
365,Oslo,0365 OSLO,Gate-/veg-adresse,1063,Frogner,301,Oslo,Oslo,59.9284,10.7221,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
366,Oslo,0366 OSLO,Gate-/veg-adresse,1204,Frogner,301,Oslo,Oslo,59.9284,10.7183,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
367,Oslo,0367 OSLO,Gate-/veg-adresse,1941,Frogner,301,Oslo,Oslo,59.9265,10.716,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
368,Oslo,0368 OSLO,Gate-/veg-adresse,1893,Frogner,301,Oslo,Oslo,59.9275,10.7128,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
369,Oslo,0369 OSLO,Gate-/veg-adresse,1262,Frogner,301,Oslo,Oslo,59.9321,10.7068,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
370,Oslo,0370 OSLO,Gate-/veg-adresse,883,Vestre Aker,301,Oslo,Oslo,59.9372,10.7017,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
371,Oslo,0371 OSLO,Gate-/veg-adresse,469,Vestre Aker,301,Oslo,Oslo,59.9374,10.7152,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
372,Oslo,0372 OSLO,Gate-/veg-adresse,1477,Nordre Aker,301,Oslo,Oslo,59.9541,10.7204,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
373,Oslo,0373 OSLO,Gate-/veg-adresse,1755,Vestre Aker,301,Oslo,Oslo,59.9421,10.7092,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
374,Oslo,0374 OSLO,Gate-/veg-adresse,2051,Vestre Aker,301,Oslo,Oslo,59.9425,10.6978,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
375,Oslo,0375 OSLO,Gate-/veg-adresse,2690,Ullern,301,Oslo,Oslo,59.9335,10.6889,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
376,Oslo,0376 OSLO,Gate-/veg-adresse,2516,Vestre Aker,301,Oslo,Oslo,59.9426,10.6812,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
377,Oslo,0377 OSLO,Gate-/veg-adresse,1852,Ullern,301,Oslo,Oslo,59.9346,10.6787,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
378,Oslo,0378 OSLO,Gate-/veg-adresse,1994,Vestre Aker,301,Oslo,Oslo,59.9396,10.6663,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
379,Oslo,0379 OSLO,Gate-/veg-adresse,1731,Ullern,301,Oslo,Oslo,59.932,10.6684,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
380,Oslo,0380 OSLO,Gate-/veg-adresse,1811,Ullern,301,Oslo,Oslo,59.9321,10.6552,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
381,Oslo,0381 OSLO,Gate-/veg-adresse,1379,Ullern,301,Oslo,Oslo,59.9285,10.6487,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
382,Oslo,0382 OSLO,Gate-/veg-adresse,2009,Ullern,301,Oslo,Oslo,59.9307,10.6436,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
383,Oslo,0383 OSLO,Gate-/veg-adresse,1914,Ullern,301,Oslo,Oslo,59.9321,10.6362,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
401,Oslo,0401 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
402,Oslo,0402 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
403,Oslo,0403 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
404,Oslo,0404 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
405,Oslo,0405 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
406,Oslo,0406 OSLO,Postboksar,,Sagene,301,Oslo,Oslo,59.94076,10.75945,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
407,Oslo (ikkje i bruk),0407 OSLO (Ikkje i bruk),Firma/organisasjon med eige postnummer,,St.Hanshaugen,301,Oslo,Oslo,59.938,10.7364,2,Koordinatane er retta av Erik Bolstad,24/09/2012 17:05
408,Oslo (ikkje i bruk),0408 OSLO (ikkje i bruk),Postboksar,,St.Hanshaugen,301,Oslo,Oslo,59.9486,10.7329,1,Koordinatane gjeld postkontoret,03/10/2018 16:40
409,Oslo,0409 OSLO,Postboksar,0,Nordre Aker,301,Oslo,Oslo,59.9456,10.77718,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
410,Oslo,0410 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.94918,10.76651,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
411,Oslo,0411 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.96598,10.77695,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
412,Oslo,0412 OSLO,Postboksar,,Sagene,301,Oslo,Oslo,59.934,10.7614,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
413,Oslo,0413 OSLO,Postboksar,,Sagene,301,Oslo,Oslo,59.94727,10.76923,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
415,Oslo,0415 OSLO,Postboksar,,Sagene,301,Oslo,Oslo,59.93558,10.75239,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
421,Oslo,0421 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9474,10.7691,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
422,Oslo,0422 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
423,Oslo,0423 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
424,Oslo,0424 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9505,10.7724,1,Koordinatane gjeld postkontoret,03/10/2018 18:26
425,OSLO (ikkje i bruk),0425 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
426,Oslo (ikkje i bruk),0426 OSLO (ikkje i bruk),Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9506,10.7724,2,Koordinatane er retta av Erik Bolstad,18/09/2013 23:39
440,Oslo,0440 OSLO,Postboksar,,St.Hanshaugen,301,Oslo,Oslo,59.947,10.7689,5,Koordinatane er retta av ein yr.no-brukar,25/06/2015 23:07
441,Oslo,0441 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.947,10.7689,5,Koordinatane er retta av ein yr.no-brukar,03/10/2018 21:20
442,Oslo,0442 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.947,10.7689,5,Koordinatane er retta av ein yr.no-brukar,03/10/2018 21:20
444,OSLO (ikkje i bruk),0444 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
445,Oslo,0445 OSLO,Gate-/veg-adresse,,Sagene,301,Oslo,Oslo,59.943,10.7615,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
450,Oslo,0450 OSLO,Gate-/veg-adresse,269,St.Hanshaugen,301,Oslo,Oslo,59.9359,10.734,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
451,Oslo,0451 OSLO,Gate-/veg-adresse,823,St.Hanshaugen,301,Oslo,Oslo,59.9348,10.7337,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
452,Oslo,0452 OSLO,Gate-/veg-adresse,1110,St.Hanshaugen,301,Oslo,Oslo,59.93,10.7346,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
454,Oslo,0454 OSLO,Gate-/veg-adresse,1660,St.Hanshaugen,301,Oslo,Oslo,59.9305,10.7389,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
455,Oslo,0455 OSLO,Gate-/veg-adresse,1179,St.Hanshaugen,301,Oslo,Oslo,59.9334,10.7418,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
456,Oslo,0456 OSLO,Gate-/veg-adresse,1435,St.Hanshaugen,301,Oslo,Oslo,59.9318,10.7462,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
457,Oslo,0457 OSLO,Gate-/veg-adresse,1278,Sagene,301,Oslo,Oslo,59.9299,10.7496,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
458,Oslo,0458 OSLO,Gate-/veg-adresse,1486,Sagene,301,Oslo,Oslo,59.9307,10.7538,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
459,Oslo,0459 OSLO,Gate-/veg-adresse,192,Sagene,301,Oslo,Oslo,59.9303,10.7553,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
460,Oslo,0460 OSLO,Gate-/veg-adresse,959,Sagene,301,Oslo,Oslo,59.9331,10.7516,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
461,Oslo,0461 OSLO,Gate-/veg-adresse,1653,Sagene,301,Oslo,Oslo,59.9356,10.7544,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
462,Oslo,0462 OSLO,Gate-/veg-adresse,502,Sagene,301,Oslo,Oslo,59.9374,10.7508,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
463,Oslo,0463 OSLO,Gate-/veg-adresse,1355,Sagene,301,Oslo,Oslo,59.9377,10.7552,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
464,Oslo,0464 OSLO,Gate-/veg-adresse,1575,Sagene,301,Oslo,Oslo,59.9394,10.7537,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
465,Oslo,0465 OSLO,Gate-/veg-adresse,540,Sagene,301,Oslo,Oslo,59.9381,10.7585,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
467,Oslo,0467 OSLO,Gate-/veg-adresse,1837,Sagene,301,Oslo,Oslo,59.9448,10.761,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
468,Oslo,0468 OSLO,Gate-/veg-adresse,2316,Sagene,301,Oslo,Oslo,59.9427,10.7599,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
469,Oslo,0469 OSLO,Gate-/veg-adresse,1510,Sagene,301,Oslo,Oslo,59.9408,10.7622,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
470,Oslo,0470 OSLO,Gate-/veg-adresse,1491,Sagene,301,Oslo,Oslo,59.9397,10.7627,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
472,Oslo,0472 OSLO,Gate-/veg-adresse,556,Sagene,301,Oslo,Oslo,59.9381,10.7646,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
473,Oslo,0473 OSLO,Gate-/veg-adresse,1400,Sagene,301,Oslo,Oslo,59.9333,10.7606,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
474,Oslo,0474 OSLO,Gate-/veg-adresse,1874,Sagene,301,Oslo,Oslo,59.9323,10.7641,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
475,Oslo,0475 OSLO,Gate-/veg-adresse,1714,Sagene,301,Oslo,Oslo,59.933,10.7715,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
476,Oslo,0476 OSLO,Gate-/veg-adresse,1019,Sagene,301,Oslo,Oslo,59.9349,10.7634,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
477,Oslo,0477 OSLO,Gate-/veg-adresse,1149,Sagene,301,Oslo,Oslo,59.9373,10.7658,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:27
478,Oslo,0478 OSLO,Gate-/veg-adresse,1605,Sagene,301,Oslo,Oslo,59.9352,10.7678,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
479,Oslo,0479 OSLO,Gate-/veg-adresse,1814,Sagene,301,Oslo,Oslo,59.9368,10.7755,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
480,Oslo,0480 OSLO,Gate-/veg-adresse,1250,Sagene,301,Oslo,Oslo,59.9376,10.7708,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
