POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
6865,Breim (ikkje i bruk),6865 BREIM (ikkje i bruk),Historisk,,,1445,Gloppen,Sogn og Fjordane,61.7368,6.4086,6,Usikker plassering,04/10/2018 02:10
6866,Gaupne,6866 GAUPNE,Postboksar,,,1426,Luster,Sogn og Fjordane,61.40358,7.29548,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6867,HAFSLO,6867 HAFSLO,Postboksar,,,1426,Luster,Sogn og Fjordane,61.31539,7.20251,6,Usikker plassering,03/10/2018 18:52
6868,Gaupne,6868 GAUPNE,Gate-/veg-adresse,1244,,1426,Luster,Sogn og Fjordane,61.4027,7.2963,5,Koordinatane er retta av ein yr.no-brukar,17/09/2013 14:08
6869,Hafslo,6869 HAFSLO,Gate-/veg-adresse,1393,,1426,Luster,Sogn og Fjordane,61.31539,7.20251,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6870,Ornes,6870 ORNES,Gate-/veg-adresse,37,,1426,Luster,Sogn og Fjordane,61.296,7.3229,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6871,Jostedal,6871 JOSTEDAL,Gate-/veg-adresse,420,,1426,Luster,Sogn og Fjordane,61.5951,7.2809,5,Koordinatane er retta av ein yr.no-brukar,19/09/2013 00:21
6872,Luster,6872 LUSTER,Gate-/veg-adresse,482,,1426,Luster,Sogn og Fjordane,61.44145,7.45674,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6873,Marifjøra,6873 MARIFJØRA,Gate-/veg-adresse,458,,1426,Luster,Sogn og Fjordane,61.3814,7.3036,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6874,LUSTER,6874 LUSTER,Postboksar,,,1426,Luster,Sogn og Fjordane,61.44145,7.45674,6,Usikker plassering,03/10/2018 18:52
6875,Høyheimsvik,6875 HØYHEIMSVIK,Gate-/veg-adresse,217,,1426,Luster,Sogn og Fjordane,61.4006,7.396,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6876,Skjolden,6876 SKJOLDEN,Gate-/veg-adresse,299,,1426,Luster,Sogn og Fjordane,61.4906,7.6002,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:09
6877,Fortun,6877 FORTUN,Gate-/veg-adresse,141,,1426,Luster,Sogn og Fjordane,61.4948,7.6891,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:07
6878,Veitastrond,6878 VEITASTROND,Gate-/veg-adresse,114,,1426,Luster,Sogn og Fjordane,61.5047,6.9856,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6879,Solvorn,6879 SOLVORN,Gate-/veg-adresse,216,,1426,Luster,Sogn og Fjordane,61.3005,7.244,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6880,Stryn (ikkje i bruk),6880 STRYN (ikkje i bruk),Historisk,,,1449,Stryn,Sogn og Fjordane,61.90413,6.71904,6,Usikker plassering,04/10/2018 02:10
6881,Årdalstangen,6881 ÅRDALSTANGEN,Postboksar,,,1424,Årdal,Sogn og Fjordane,61.2358,7.70345,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6882,Øvre Årdal,6882 ØVRE ÅRDAL,Postboksar,,,1424,Årdal,Sogn og Fjordane,61.31088,7.80635,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6883,ÅRDALSTANGEN (ikkje i bruk),6883 ÅRDALSTANGEN (ikkje i bruk),Usikker,,,1424,Årdal,Sogn og Fjordane,61.2358,7.70345,6,Usikker plassering,03/10/2018 21:28
6884,Øvre Årdal,6884 ØVRE ÅRDAL,Gate-/veg-adresse,3465,,1424,Årdal,Sogn og Fjordane,61.3102,7.7993,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:07
6885,Årdalstangen,6885 ÅRDALSTANGEN,Gate-/veg-adresse,2126,,1424,Årdal,Sogn og Fjordane,61.2394,7.712,2,Koordinatane er retta av Erik Bolstad,20/09/2013 11:27
6886,Lærdal,6886 LÆRDAL,Postboksar,,,1422,Lærdal,Sogn og Fjordane,61.0977,7.48213,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6887,Lærdal,6887 LÆRDAL,Gate-/veg-adresse,1922,,1422,Lærdal,Sogn og Fjordane,61.0984,7.4812,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:08
6888,Borgund,6888 BORGUND,Gate-/veg-adresse,290,,1422,Lærdal,Sogn og Fjordane,61.0486,7.8135,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:08
6890,Oppstryn (ikkje i bruk),6890 OPPSTRYN (ikkje i bruk),Historisk,,,1449,Stryn,Sogn og Fjordane,61.9081,7.0587,6,Usikker plassering,04/10/2018 02:10
6891,Vik i Sogn,6891 VIK I SOGN,Postboksar,,,1417,Vik,Sogn og Fjordane,61.08908,6.59088,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6892,Hjelledalen (ikkje i bruk),6892 HJELLEDALEN (ikkje i bruk),Historisk,,,1449,Stryn,Sogn og Fjordane,61.9183,7.1691,6,Usikker plassering,04/10/2018 02:10
6893,Vik i Sogn,6893 VIK I SOGN,Gate-/veg-adresse,1938,,1417,Vik,Sogn og Fjordane,61.0879,6.5797,2,Koordinatane er retta av Erik Bolstad,20/09/2013 11:27
6894,Vangsnes,6894 VANGSNES,Gate-/veg-adresse,359,,1417,Vik,Sogn og Fjordane,61.1734,6.6399,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6895,Feios,6895 FEIOS,Gate-/veg-adresse,252,,1417,Vik,Sogn og Fjordane,61.1486,6.7511,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6896,Fresvik,6896 FRESVIK,Gate-/veg-adresse,209,,1417,Vik,Sogn og Fjordane,61.0726,6.9346,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6898,Balestrand,6898 BALESTRAND,Postboksar,,,1418,Balestrand,Sogn og Fjordane,61.20999,6.53726,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6899,Balestrand,6899 BALESTRAND,Gate-/veg-adresse,1343,,1418,Balestrand,Sogn og Fjordane,61.2103,6.5363,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:08
6900,Florø,6900 FLORØ,Gate-/veg-adresse,9566,,1401,Flora,Sogn og Fjordane,61.6006,5.0388,2,Koordinatane er retta av Erik Bolstad,25/10/2018 16:45
6901,Florø,6901 FLORØ,Postboksar,,,1401,Flora,Sogn og Fjordane,61.6006,5.044,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6902,Florø,6902 FLORØ,Postboksar,,,1401,Flora,Sogn og Fjordane,61.60059,5.04397,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6903,Florø,6903 FLORØ,Postboksar,,,1401,Flora,Sogn og Fjordane,61.6006,5.044,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6904,FLORØ (ikkje i bruk),6904 FLORØ (ikkje i bruk),Usikker,,,1401,Flora,Sogn og Fjordane,61.6,5.0328,6,Usikker plassering,03/10/2018 21:28
6905,Florø,6905 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.596,5.0138,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:19
6906,Florø,6906 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.5909,5.0316,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:19
6907,Florø,6907 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.6001,5.0644,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:19
6908,Florø,6908 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.5973,5.0945,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:17
6909,Florø,6909 FLORØ,Postboksar,,,1401,Flora,Sogn og Fjordane,61.59899,5.06461,1,Koordinatane gjeld postkontoret,03/10/2018 20:24
6910,Florø,6910 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.645,5.4061,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:11
6912,Kinn,6912 KINN,Gate-/veg-adresse,13,,1401,Flora,Sogn og Fjordane,61.5625,4.7695,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6913,Florø,6913 FLORØ,Gate-/veg-adresse,,,1401,Flora,Sogn og Fjordane,61.6097,5.0496,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:19
6914,Svanøybukt,6914 SVANØYBUKT,Gate-/veg-adresse,79,,1401,Flora,Sogn og Fjordane,61.4945,5.1117,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6915,Rognaldsvåg,6915 ROGNALDSVÅG,Gate-/veg-adresse,115,,1401,Flora,Sogn og Fjordane,61.564,4.7923,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6916,Barekstad,6916 BAREKSTAD,Gate-/veg-adresse,52,,1401,Flora,Sogn og Fjordane,61.6684,4.8888,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
6917,Batalden,6917 BATALDEN,Gate-/veg-adresse,91,,1401,Flora,Sogn og Fjordane,61.638,4.8128,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:17
6918,Sør-Skorpa,6918 SØR-SKORPA,Gate-/veg-adresse,30,,1401,Flora,Sogn og Fjordane,61.5871,4.8125,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
6919,Tansøy,6919 TANSØY,Gate-/veg-adresse,97,,1401,Flora,Sogn og Fjordane,61.4988,4.9657,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6920,Rognaldsvåg (ikkje i bruk),6920 ROGNALDSVÅG (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.564,4.7923,6,Usikker plassering,04/10/2018 02:10
6921,Hardbakke,6921 HARDBAKKE,Postboksar,,,1412,Solund,Sogn og Fjordane,61.07327,4.84143,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6922,Kinn (ikkje i bruk),6922 KINN (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.5625,4.7695,6,Usikker plassering,04/10/2018 02:10
6923,Tansøy (ikkje i bruk),6923 TANSØY (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.4938,4.9659,6,Usikker plassering,04/10/2018 02:10
6924,Hardbakke,6924 HARDBAKKE,Gate-/veg-adresse,532,,1412,Solund,Sogn og Fjordane,61.0721,4.8406,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:10
6925,Sør-Skorpa (ikkje i bruk),6925 SØR-SKORPA (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.5871,4.8125,6,Usikker plassering,04/10/2018 02:10
6926,Krakhella,6926 KRAKHELLA,Gate-/veg-adresse,48,,1412,Solund,Sogn og Fjordane,61.1303,5.0171,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6927,Ytrøygrend,6927 YTRØYGREND,Gate-/veg-adresse,78,,1412,Solund,Sogn og Fjordane,61.0795,4.6899,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6928,Kolgrov,6928 KOLGROV,Gate-/veg-adresse,130,,1412,Solund,Sogn og Fjordane,61.0069,4.6704,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:15
6929,Hersvikbygda,6929 HERSVIKBYGDA,Gate-/veg-adresse,74,,1412,Solund,Sogn og Fjordane,61.1729,4.8963,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6930,Svelgen (ikkje i bruk),6930 SVELGEN (ikkje i bruk),Historisk,,,1438,Bremanger,Sogn og Fjordane,61.76896,5.29009,6,Usikker plassering,04/10/2018 02:10
6939,Stavang (ikkje i bruk),6939 STAVANG (ikkje i bruk),Postboksar,,,1401,Flora,Sogn og Fjordane,61.5364,5.1953,3,Koordinatane er kontrollerte av ein yr.no-brukar,03/10/2018 16:30
6940,Eikefjord,6940 EIKEFJORD,Gate-/veg-adresse,1202,,1401,Flora,Sogn og Fjordane,61.5852,5.4601,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6941,Eikefjord,6941 EIKEFJORD,Postboksar,,,1401,Flora,Sogn og Fjordane,61.58859,5.46117,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6942,Svortevik,6942 SVORTEVIK,Gate-/veg-adresse,136,,1401,Flora,Sogn og Fjordane,61.5039,5.2432,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
6943,Naustdal (ikkje i bruk),6943 NAUSTDAL (ikkje i bruk),Historisk,,,1433,Naustdal,Sogn og Fjordane,61.51081,5.71741,6,Usikker plassering,04/10/2018 02:10
6944,Stavang,6944 STAVANG,Gate-/veg-adresse,166,,1401,Flora,Sogn og Fjordane,61.53453,5.18264,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6946,Lavik,6946 LAVIK,Postboksar,,,1416,Høyanger,Sogn og Fjordane,61.10486,5.5082,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6947,Lavik,6947 LAVIK,Gate-/veg-adresse,573,,1416,Høyanger,Sogn og Fjordane,61.1044,5.5107,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6950,Stavang (ikkje i bruk),6950 STAVANG (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.53453,5.18264,6,Usikker plassering,04/10/2018 02:10
6951,Leirvik i Sogn,6951 LEIRVIK I SOGN,Postboksar,,,1413,Hyllestad,Sogn og Fjordane,61.13718,5.34813,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6953,Leirvik i Sogn,6953 LEIRVIK I SOGN,Gate-/veg-adresse,724,,1413,Hyllestad,Sogn og Fjordane,61.1368,5.3475,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6957,Hyllestad,6957 HYLLESTAD,Gate-/veg-adresse,302,,1413,Hyllestad,Sogn og Fjordane,61.1711,5.296,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6958,Sørbøvåg,6958 SØRBØVÅG,Gate-/veg-adresse,457,,1413,Hyllestad,Sogn og Fjordane,61.22606,5.1743,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6959,SØRBØVÅG,6959 SØRBØVÅG,Postboksar,,,1413,Hyllestad,Sogn og Fjordane,61.22606,5.1743,6,Usikker plassering,03/10/2018 18:51
6960,Svortevik (ikkje i bruk),6960 SVORTEVIK (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.5039,5.2432,6,Usikker plassering,04/10/2018 02:10
6961,Dale i Sunnfjord,6961 DALE I SUNNFJORD,Postboksar,,,1429,Fjaler,Sogn og Fjordane,61.36397,5.4,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6963,Dale i Sunnfjord,6963 DALE I SUNNFJORD,Gate-/veg-adresse,1483,,1429,Fjaler,Sogn og Fjordane,61.3635,5.4003,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6964,Korssund,6964 KORSSUND,Gate-/veg-adresse,167,,1429,Fjaler,Sogn og Fjordane,61.2536,4.9925,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6965,Svanøybukt (ikkje i bruk),6965 SVANØYBUKT (ikkje i bruk),Historisk,,,1401,Flora,Sogn og Fjordane,61.4945,5.1117,6,Usikker plassering,04/10/2018 02:10
6966,Guddal,6966 GUDDAL,Gate-/veg-adresse,109,,1429,Fjaler,Sogn og Fjordane,61.2463,5.53,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
6967,Hellevik i Fjaler,6967 HELLEVIK I FJALER,Gate-/veg-adresse,378,,1429,Fjaler,Sogn og Fjordane,61.2998,5.171,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:11
6968,Flekke,6968 FLEKKE,Gate-/veg-adresse,660,,1429,Fjaler,Sogn og Fjordane,61.31579,5.36329,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6969,Straumsnes,6969 STRAUMSNES,Gate-/veg-adresse,109,,1429,Fjaler,Sogn og Fjordane,61.3366,5.2079,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6970,Stongfjorden (ikkje i bruk),6970 STONGFJORDEN (ikkje i bruk),Historisk,,,1428,Askvoll,Sogn og Fjordane,61.4272,5.1695,6,Usikker plassering,04/10/2018 02:10
6971,Sande i Sunnfjord,6971 SANDE I SUNNFJORD,Postboksar,,,1430,Gaular,Sogn og Fjordane,61.32614,5.79777,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6973,Sande i Sunnfjord,6973 SANDE I SUNNFJORD,Gate-/veg-adresse,1287,,1430,Gaular,Sogn og Fjordane,61.3251,5.7977,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6975,Skilbrei,6975 SKILBREI,Gate-/veg-adresse,97,,1430,Gaular,Sogn og Fjordane,61.3814,5.818,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
6976,BYGSTAD,6976 BYGSTAD,Postboksar,,,1430,Gaular,Sogn og Fjordane,61.37589,5.65342,6,Usikker plassering,03/10/2018 18:51
6977,Bygstad,6977 BYGSTAD,Gate-/veg-adresse,956,,1430,Gaular,Sogn og Fjordane,61.37589,5.65342,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6978,Viksdalen,6978 VIKSDALEN,Gate-/veg-adresse,447,,1430,Gaular,Sogn og Fjordane,61.3509,6.1174,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:11
6980,Askvoll,6980 ASKVOLL,Gate-/veg-adresse,925,,1428,Askvoll,Sogn og Fjordane,61.3467,5.0622,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6981,Holmedal (ikkje i bruk),6981 HOLMEDAL (ikkje i bruk),Postboksar,,,1428,Askvoll,Sogn og Fjordane,61.355,5.18125,1,Koordinatane gjeld postkontoret,03/10/2018 16:40
6982,Holmedal,6982 HOLMEDAL,Gate-/veg-adresse,588,,1428,Askvoll,Sogn og Fjordane,61.3564,5.1789,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6983,Kvammen,6983 KVAMMEN,Gate-/veg-adresse,403,,1428,Askvoll,Sogn og Fjordane,61.4589,5.4161,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:12
6984,Stongfjorden,6984 STONGFJORDEN,Gate-/veg-adresse,214,,1428,Askvoll,Sogn og Fjordane,61.4272,5.1695,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:12
6985,Atløy,6985 ATLØY,Gate-/veg-adresse,443,,1428,Askvoll,Sogn og Fjordane,61.3316,5.0205,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:12
6986,Værlandet,6986 VÆRLANDET,Gate-/veg-adresse,180,,1428,Askvoll,Sogn og Fjordane,61.304,4.7398,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6987,Bulandet,6987 BULANDET,Gate-/veg-adresse,247,,1428,Askvoll,Sogn og Fjordane,61.28601,4.63271,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6988,Askvoll,6988 ASKVOLL,Postboksar,,,1428,Askvoll,Sogn og Fjordane,61.34682,5.06171,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6990,Korssund (ikkje i bruk),6990 KORSSUND (ikkje i bruk),Historisk,,,1429,Fjaler,Sogn og Fjordane,61.2536,4.9925,6,Usikker plassering,04/10/2018 02:10
6991,Høyanger,6991 HØYANGER,Postboksar,,,1416,Høyanger,Sogn og Fjordane,61.21932,6.07295,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6993,Høyanger,6993 HØYANGER,Gate-/veg-adresse,2191,,1416,Høyanger,Sogn og Fjordane,61.2204,6.0749,2,Koordinatane er retta av Erik Bolstad,20/09/2013 11:27
6994,Nessane,6994 NESSANE,Gate-/veg-adresse,,,1418,Balestrand,Sogn og Fjordane,61.1348,6.2751,,,24/09/2019 01:33
6995,Kyrkjebø,6995 KYRKJEBØ,Gate-/veg-adresse,784,,1416,Høyanger,Sogn og Fjordane,61.1636,5.8998,2,Koordinatane er retta av Erik Bolstad,19/09/2013 10:14
6996,Vadheim,6996 VADHEIM,Gate-/veg-adresse,378,,1416,Høyanger,Sogn og Fjordane,61.20896,5.82379,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6997,VADHEIM,6997 VADHEIM,Postboksar,,,1416,Høyanger,Sogn og Fjordane,61.20896,5.82379,6,Usikker plassering,03/10/2018 18:51
7000,Trondheim (ikkje i bruk),7000 TRONDHEIM (ikkje i bruk),Historisk,,,5001,Trondheim,Trøndelag,63.43049,10.39506,6,Usikker plassering,04/10/2018 01:02
7001,Trondheim (ikkje i bruk),7001 TRONDHEIM (ikkje i bruk),Historisk,,,5001,Trondheim,Trøndelag,63.3962,10.395,6,Usikker plassering,04/10/2018 02:10
7003,Trondheim,7003 TRONDHEIM,Postboksar,,,5001,Trondheim,Trøndelag,63.3962,10.395,2,Koordinatane er retta av Erik Bolstad,04/01/2018 21:00
7004,Trondheim,7004 TRONDHEIM,Postboksar,,,5001,Trondheim,Trøndelag,63.3962,10.395,2,Koordinatane er retta av Erik Bolstad,04/01/2018 21:00
7005,Trondheim,7005 TRONDHEIM,Postboksar,,,5001,Trondheim,Trøndelag,63.3962,10.395,2,Koordinatane er retta av Erik Bolstad,04/01/2018 21:00
7006,Trondheim,7006 TRONDHEIM,Postboksar,,,5001,Trondheim,Trøndelag,63.3962,10.395,2,Koordinatane er retta av Erik Bolstad,04/01/2018 21:00
7007,Trondheim (ikkje i bruk),7007 TRONDHEIM (ikkje i bruk),Firma/organisasjon med eige postnummer,,,5001,Trondheim,Trøndelag,63.3979,10.3986,2,Koordinatane er retta av Erik Bolstad,04/01/2018 21:00
7008,TRONDHEIM (ikkje i bruk),7008 TRONDHEIM (ikkje i bruk),Usikker,,,5001,Trondheim,Trøndelag,63.3962,10.395,6,Usikker plassering,03/10/2018 21:28
7009,TRONDHEIM (ikkje i bruk),7009 TRONDHEIM (ikkje i bruk),Usikker,,,5001,Trondheim,Trøndelag,63.3962,10.395,6,Usikker plassering,03/10/2018 21:28
7010,Trondheim,7010 TRONDHEIM,Gate-/veg-adresse,533,Midtbyen,5001,Trondheim,Trøndelag,63.435,10.3997,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:42
7011,Trondheim,7011 TRONDHEIM,Gate-/veg-adresse,591,Midtbyen,5001,Trondheim,Trøndelag,63.4322,10.3965,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
7012,Trondheim,7012 TRONDHEIM,Gate-/veg-adresse,2477,Midtbyen,5001,Trondheim,Trøndelag,63.43,10.387,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
7013,Trondheim,7013 TRONDHEIM,Gate-/veg-adresse,1041,Midtbyen,5001,Trondheim,Trøndelag,63.429,10.3967,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:39
7014,Trondheim,7014 TRONDHEIM,Gate-/veg-adresse,4215,Østbyen,5001,Trondheim,Trøndelag,63.4303,10.4094,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7015,Trondheim,7015 TRONDHEIM,Gate-/veg-adresse,1224,,5001,Trondheim,Trøndelag,63.4288,10.4221,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7016,Trondheim,7016 TRONDHEIM,Gate-/veg-adresse,239,Midtbyen,5001,Trondheim,Trøndelag,63.4256,10.4051,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:40
7017,Trondheim,7017 TRONDHEIM,Gate-/veg-adresse,,Midtbyen,5001,Trondheim,Trøndelag,63.4255,10.3705,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:20
7018,Trondheim,7018 TRONDHEIM,Gate-/veg-adresse,3952,Midtbyen,5001,Trondheim,Trøndelag,63.429,10.3682,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:02
7019,Trondheim,7019 TRONDHEIM,Gate-/veg-adresse,776,Midtbyen,5001,Trondheim,Trøndelag,63.41,10.3818,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
7020,Trondheim,7020 TRONDHEIM,Gate-/veg-adresse,6932,Midtbyen,5001,Trondheim,Trøndelag,63.4194,10.3541,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:42
7021,Trondheim,7021 TRONDHEIM,Gate-/veg-adresse,4311,Midtbyen,5001,Trondheim,Trøndelag,63.4105,10.3646,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
7022,Trondheim,7022 TRONDHEIM,Gate-/veg-adresse,2924,Midtbyen,5001,Trondheim,Trøndelag,63.4018,10.361,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
7023,Trondheim,7023 TRONDHEIM,Gate-/veg-adresse,3415,Midtbyen,5001,Trondheim,Trøndelag,63.3966,10.3642,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:38
7024,Trondheim,7024 TRONDHEIM,Gate-/veg-adresse,4244,Midtbyen,5001,Trondheim,Trøndelag,63.3957,10.3237,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:38
7025,Trondheim,7025 TRONDHEIM,Gate-/veg-adresse,1679,Midtbyen,5001,Trondheim,Trøndelag,63.4048,10.3298,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:39
7026,Trondheim,7026 TRONDHEIM,Gate-/veg-adresse,3743,Midtbyen,5001,Trondheim,Trøndelag,63.3844,10.3288,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7027,Trondheim,7027 TRONDHEIM,Gate-/veg-adresse,4092,Midtbyen,5001,Trondheim,Trøndelag,63.39,10.3634,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
7028,Trondheim,7028 TRONDHEIM,Gate-/veg-adresse,708,Midtbyen,5001,Trondheim,Trøndelag,63.388,10.3732,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
7029,Trondheim,7029 TRONDHEIM,Gate-/veg-adresse,1924,Lerkendal,5001,Trondheim,Trøndelag,63.3767,10.3652,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7030,Trondheim,7030 TRONDHEIM,Gate-/veg-adresse,4870,Midtbyen,5001,Trondheim,Trøndelag,63.4206,10.3973,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7031,Trondheim,7031 TRONDHEIM,Gate-/veg-adresse,1548,Lerkendal,5001,Trondheim,Trøndelag,63.4068,10.401,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:40
7032,Trondheim,7032 TRONDHEIM,Gate-/veg-adresse,2527,Lerkendal,5001,Trondheim,Trøndelag,63.4078,10.4144,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
7033,Trondheim,7033 TRONDHEIM,Gate-/veg-adresse,5104,Lerkendal,5001,Trondheim,Trøndelag,63.4022,10.4305,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
7034,Trondheim,7034 TRONDHEIM,Gate-/veg-adresse,,Midtbyen,5001,Trondheim,Trøndelag,63.4166,10.4062,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
7035,Trondheim,7035 TRONDHEIM,Gate-/veg-adresse,,Lerkendal,5001,Trondheim,Trøndelag,63.4044,10.4198,2,Koordinatane er retta av Erik Bolstad,22/10/2018 21:20
7036,Trondheim,7036 TRONDHEIM,Gate-/veg-adresse,5593,Lerkendal,5001,Trondheim,Trøndelag,63.3909,10.4281,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:41
